Time,rnti,SFN,format,preamble,ta,nb_TB,MCSi_1,MCSi_2,TBS_1,TBS_2,nb_PRB,connection_id
1665755677023,65535,9665,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677043,65535,9685,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677063,65535,9705,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677083,65535,9725,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677103,65535,9745,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677118,65535,9760,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677123,65535,9765,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677128,65535,9770,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677138,65535,9780,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677143,65535,9785,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677148,65535,9790,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677163,65535,9805,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677183,65535,9825,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677203,65535,9845,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677223,65535,9865,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677243,65535,9885,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677263,65535,9905,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677278,65535,9920,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677283,65535,9925,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677288,65535,9930,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677298,65535,9940,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677303,65535,9945,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677308,65535,9950,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677323,65535,9965,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677343,65535,9985,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677363,65535,10005,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677383,65535,10025,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677403,65535,10045,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677423,65535,10065,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677438,65535,10080,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677443,65535,10085,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677448,65535,10090,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677458,65535,10100,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677463,65535,10105,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677468,65535,10110,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677483,65535,10125,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677503,65535,10145,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677523,65535,10165,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677543,65535,10185,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677563,65535,10205,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677583,65535,10225,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677598,65535,0,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677603,65535,5,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677608,65535,10,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677618,65535,20,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677623,65535,25,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677628,65535,30,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677643,65535,45,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677663,65535,65,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677683,65535,85,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677703,65535,105,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677723,65535,125,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677743,65535,145,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677758,65535,160,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677763,65535,165,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677768,65535,170,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677778,65535,180,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677783,65535,185,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677788,65535,190,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677803,65535,205,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677823,65535,225,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677843,65535,245,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677863,65535,265,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677883,65535,285,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677903,65535,305,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677918,65535,320,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677923,65535,325,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677928,65535,330,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677938,65535,340,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677943,65535,345,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677948,65535,350,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755677963,65535,365,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755677983,65535,385,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678003,65535,405,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678023,65535,425,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678043,65535,445,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678063,65535,465,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678078,65535,480,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678083,65535,485,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678088,65535,490,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678098,65535,500,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678103,65535,505,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678108,65535,510,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678123,65535,525,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678143,65535,545,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678163,65535,565,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678183,65535,585,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678203,65535,605,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678223,65535,625,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678238,65535,640,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678243,65535,645,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678248,65535,650,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678258,65535,660,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678263,65535,665,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678268,65535,670,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678283,65535,685,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678303,65535,705,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678323,65535,725,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678343,65535,745,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678363,65535,765,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678383,65535,785,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678398,65535,800,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678403,65535,805,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678408,65535,810,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678418,65535,820,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678423,65535,825,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678428,65535,830,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678443,65535,845,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678463,65535,865,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678483,65535,885,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678503,65535,905,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678523,65535,925,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678543,65535,945,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678558,65535,960,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678563,65535,965,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678568,65535,970,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678578,65535,980,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678583,65535,985,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678588,65535,990,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678603,65535,1005,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678623,65535,1025,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678643,65535,1045,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678663,65535,1065,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678683,65535,1085,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678703,65535,1105,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678718,65535,1120,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678723,65535,1125,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678728,65535,1130,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678738,65535,1140,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678743,65535,1145,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678748,65535,1150,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678763,65535,1165,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678783,65535,1185,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678803,65535,1205,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678823,65535,1225,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678843,65535,1245,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678863,65535,1265,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678878,65535,1280,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678883,65535,1285,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678888,65535,1290,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678898,65535,1300,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678903,65535,1305,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678908,65535,1310,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755678923,65535,1325,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678943,65535,1345,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678963,65535,1365,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755678983,65535,1385,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679003,65535,1405,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679023,65535,1425,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679038,65535,1440,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679043,65535,1445,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679048,65535,1450,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679058,65535,1460,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679063,65535,1465,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679068,65535,1470,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679083,65535,1485,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679087,5,1489,2.0,0.0,0.0,1,0,-2,56,-2,2,1
1665755679097,75,1499,2.0,38.0,6.0,1,2,-2,296,-2,7,4
1665755679103,65535,1505,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679122,75,1524,0.0,38.0,6.0,1,20,-2,408,-2,1,4
1665755679123,65535,1525,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679130,75,1532,2.0,38.0,6.0,1,2,-2,72,-2,2,4
1665755679132,75,1534,2.0,38.0,6.0,1,2,-2,72,-2,2,4
1665755679133,75,1535,2.0,38.0,6.0,1,2,-2,32,-2,1,4
1665755679134,75,1536,2.0,38.0,6.0,1,2,-2,32,-2,1,4
1665755679143,65535,1545,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679162,75,1564,0.0,38.0,6.0,1,5,-2,872,-2,10,4
1665755679163,65535,1565,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679170,75,1572,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679182,75,1584,0.0,38.0,6.0,1,24,-2,1064,-2,2,4
1665755679183,65535,1585,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679198,65535,1600,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679203,65535,1605,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679208,65535,1610,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679214,75,1616,0.0,38.0,6.0,1,23,-2,1000,-2,2,4
1665755679214,75,1616,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679218,65535,1620,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679223,65535,1625,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679224,75,1626,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679228,65535,1630,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679238,75,1640,0.0,38.0,6.0,1,29,-2,1000,-2,2,4
1665755679243,65535,1645,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679254,75,1656,0.0,38.0,6.0,1,7,-2,968,-2,8,4
1665755679262,75,1664,0.0,38.0,6.0,1,24,-2,4264,-2,8,4
1665755679263,65535,1665,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679278,75,1680,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679283,65535,1685,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679295,75,1697,2.0,38.0,6.0,1,28,-2,2216,-2,3,4
1665755679303,65535,1705,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679304,75,1706,2.0,38.0,6.0,1,28,-2,1480,-2,2,4
1665755679305,75,1707,2.0,38.0,6.0,1,28,-2,1480,-2,2,4
1665755679307,75,1709,2.0,38.0,6.0,1,28,-2,2984,-2,4,4
1665755679322,75,1724,0.0,38.0,6.0,1,24,-2,1064,-2,2,4
1665755679323,65535,1725,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679338,75,1740,0.0,38.0,6.0,1,11,-2,872,-2,5,4
1665755679342,75,1744,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679343,65535,1745,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679344,75,1746,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679346,75,1748,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679346,75,1748,0.0,38.0,6.0,1,8,-2,1096,-2,8,4
1665755679351,75,1753,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679354,75,1756,0.0,38.0,6.0,1,23,-2,19848,-2,40,4
1665755679355,75,1757,0.0,38.0,6.0,1,24,-2,520,-2,1,4
1665755679355,75,1757,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679358,65535,1760,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679363,65535,1765,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679368,65535,1770,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679370,75,1772,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679378,65535,1780,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679380,75,1782,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679382,75,1784,0.0,38.0,6.0,1,8,-2,1096,-2,8,4
1665755679383,65535,1785,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679386,75,1788,2.0,38.0,6.0,1,28,-2,1480,-2,2,4
1665755679387,75,1789,2.0,38.0,6.0,1,28,-2,8248,-2,11,4
1665755679388,65535,1790,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679394,75,1796,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679402,75,1804,0.0,38.0,6.0,1,14,-2,1000,-2,4,4
1665755679403,65535,1805,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679406,75,1808,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679410,75,1812,0.0,38.0,6.0,1,24,-2,19080,-2,36,4
1665755679418,75,1820,0.0,38.0,6.0,1,30,-2,19080,-2,36,4
1665755679423,65535,1825,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679426,75,1828,0.0,38.0,6.0,1,14,-2,1000,-2,4,4
1665755679431,75,1833,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679434,75,1836,0.0,38.0,6.0,1,23,-2,4584,-2,9,4
1665755679436,75,1838,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679437,75,1839,2.0,38.0,6.0,1,28,-2,2984,-2,4,4
1665755679443,65535,1845,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679444,75,1846,2.0,38.0,6.0,1,28,-2,11064,-2,15,4
1665755679445,75,1847,2.0,38.0,6.0,1,28,-2,5992,-2,8,4
1665755679462,75,1864,0.0,38.0,6.0,1,9,-2,936,-2,6,4
1665755679463,65535,1865,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679466,75,1868,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679467,75,1869,2.0,38.0,6.0,1,28,-2,35160,-2,47,4
1665755679470,75,1872,0.0,38.0,6.0,1,24,-2,21384,-2,40,4
1665755679471,75,1873,0.0,38.0,6.0,1,24,-2,10680,-2,20,4
1665755679476,75,1878,2.0,38.0,6.0,1,28,-2,5992,-2,8,4
1665755679483,65535,1885,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679486,75,1888,0.0,38.0,6.0,1,30,-2,10680,-2,40,4
1665755679492,75,1894,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679495,75,1897,0.0,38.0,6.0,1,11,-2,872,-2,5,4
1665755679503,65535,1905,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679504,75,1906,2.0,38.0,6.0,1,28,-2,3752,-2,5,4
1665755679511,75,1913,2.0,38.0,6.0,1,28,-2,8760,-2,12,4
1665755679518,65535,1920,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679522,75,1924,0.0,38.0,6.0,1,13,-2,904,-2,4,4
1665755679523,65535,1925,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679527,75,1929,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679528,65535,1930,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679530,75,1932,0.0,38.0,6.0,1,24,-2,1608,-2,3,4
1665755679531,75,1933,0.0,38.0,6.0,1,24,-2,520,-2,1,4
1665755679538,65535,1940,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679543,65535,1945,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679546,75,1948,0.0,38.0,6.0,1,24,-2,1064,-2,2,4
1665755679548,65535,1950,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679553,75,1955,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679562,75,1964,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679563,65535,1965,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679564,75,1966,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679582,75,1984,0.0,38.0,6.0,1,22,-2,904,-2,2,4
1665755679583,65535,1985,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679590,75,1992,0.0,38.0,6.0,1,24,-2,1608,-2,3,4
1665755679591,75,1993,0.0,38.0,6.0,1,24,-2,520,-2,1,4
1665755679598,75,2000,0.0,38.0,6.0,1,30,-2,520,-2,3,4
1665755679602,75,2004,0.0,38.0,6.0,1,22,-2,904,-2,2,4
1665755679603,65535,2005,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679614,75,2016,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679616,75,2018,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679622,75,2024,2.0,38.0,6.0,1,28,-2,36696,-2,50,4
1665755679623,65535,2025,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679642,75,2044,0.0,38.0,6.0,1,5,-2,872,-2,10,4
1665755679643,65535,2045,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679650,75,2052,0.0,38.0,6.0,1,7,-2,4968,-2,40,4
1665755679651,75,2053,0.0,38.0,6.0,1,7,-2,4968,-2,40,4
1665755679652,75,2054,0.0,38.0,6.0,1,7,-2,4968,-2,40,4
1665755679663,65535,2065,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679668,75,2070,2.0,38.0,6.0,1,28,-2,2984,-2,4,4
1665755679675,75,2077,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679678,65535,2080,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679682,75,2084,0.0,38.0,6.0,1,18,-2,1064,-2,3,4
1665755679683,65535,2085,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679688,65535,2090,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679690,75,2092,0.0,38.0,6.0,1,12,-2,4776,-2,24,4
1665755679698,65535,2100,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679703,65535,2105,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679708,65535,2110,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679722,75,2124,0.0,38.0,6.0,1,22,-2,904,-2,2,4
1665755679723,65535,2125,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679736,75,2138,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679738,75,2140,2.0,38.0,6.0,1,28,-2,8248,-2,11,4
1665755679743,65535,2145,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679762,75,2164,0.0,38.0,6.0,1,5,-2,872,-2,10,4
1665755679763,65535,2165,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679770,75,2172,0.0,38.0,6.0,1,24,-2,1608,-2,3,4
1665755679778,75,2180,0.0,38.0,6.0,1,30,-2,1608,-2,3,4
1665755679779,75,2181,2.0,38.0,6.0,1,28,-2,13536,-2,18,4
1665755679783,65535,2185,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679797,75,2199,2.0,38.0,6.0,1,28,-2,712,-2,1,4
1665755679802,75,2204,0.0,38.0,6.0,1,12,-2,1000,-2,5,4
1665755679803,65535,2205,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679804,75,2206,2.0,38.0,6.0,1,28,-2,1480,-2,2,4
1665755679822,75,2224,0.0,38.0,6.0,1,0,-2,872,-2,32,4
1665755679823,65535,2225,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679838,65535,2240,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679843,65535,2245,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679848,65535,2250,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679858,65535,2260,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679863,65535,2265,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679868,65535,2270,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665755679882,75,2284,0.0,38.0,6.0,1,0,-2,872,-2,32,4
1665755679883,65535,2285,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679884,75,2286,2.0,38.0,6.0,1,28,-2,1480,-2,2,4
1665755679903,65535,2305,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679923,65535,2325,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679943,65535,2345,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679962,75,2364,0.0,38.0,6.0,1,22,-2,904,-2,2,4
1665755679963,65535,2365,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665755679983,65535,2385,2.0,0.0,0.0,1,2,-2,144,-2,4,3
