Time,rnti,SFN,format,preamble,ta,nb_TB,MCSi_1,MCSi_2,TBS_1,TBS_2,nb_PRB,connection_id
1665756122098,65535,4145,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122113,65535,4160,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756122118,65535,4165,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122123,65535,4170,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756122133,65535,4180,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756122137,80,4184,0.0,51.0,6.0,1,24,-2,520,-2,1,4
1665756122138,65535,4185,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122143,65535,4190,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756122145,80,4192,2.0,51.0,6.0,1,28,-2,712,-2,1,4
1665756122158,65535,4205,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122178,65535,4225,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122195,80,4242,2.0,51.0,6.0,1,28,-2,712,-2,1,4
1665756122198,65535,4245,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122217,80,4264,0.0,51.0,6.0,1,20,-2,840,-2,2,4
1665756122218,65535,4265,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122225,80,4272,2.0,51.0,6.0,1,28,-2,712,-2,1,4
1665756122225,80,4272,0.0,51.0,6.0,1,24,-2,1064,-2,2,4
1665756122233,80,4280,0.0,51.0,6.0,1,30,-2,1064,-2,2,4
1665756122234,80,4281,2.0,51.0,6.0,1,28,-2,712,-2,1,4
1665756122238,65535,4285,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122258,65535,4305,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122259,80,4306,2.0,51.0,6.0,1,28,-2,1480,-2,2,4
1665756122273,65535,4320,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756122277,80,4324,0.0,51.0,6.0,1,4,-2,840,-2,12,4
1665756122278,65535,4325,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122283,65535,4330,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756122286,80,4333,2.0,51.0,6.0,1,28,-2,712,-2,1,4
1665756122293,65535,4340,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756122298,65535,4345,2.0,0.0,0.0,1,2,-2,144,-2,4,3
